count,country,region,city,geo_id,label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,gnd,tgn,viaf,wikidata,number_of_results
877,Großbritannien,,Eton,20953649,Eton,Eton,,,,inhabited places,"Famous for its public school of the same name, founded in 1440 by Henry VI.","Town in Berkshire, England",http://vocab.getty.edu/tgn/7011916,http://www.wikidata.org/entity/Q617407,,,,,1
875,Italien,Marche & Marken,Ascoli Piceno,08120009,Ascoli Piceno,,,,,inhabited places,"Was ancient capital of the Piceni people; taken by Rome in 3rd cen. BC; notorious for revolt against Rome in 90 BC in Social War, when Roman population was masacred; was noted medieval bishopric; free republic 1183-1266, then went to the Papal States.",,http://vocab.getty.edu/tgn/7004025,,,,,,1
863,Deutschland,Bayern,Nürnberg,00002231,Nürnberg,Nuremberg,,Nürnberg,,inhabited places,"Situated on the Pegnitz River in Bavaria, Germany, the city of Nürnberg is the second-largest city in Bavaria. Founded around a castle in the mid-11th century, it was a thriving commercial link to Italy from the 12th century. It received its first charter in 1219 and quickly became a free imperial city. It flourished as a cultural center of northern Europe from the 15th century. The artist Albrecht Dürer was born there in 1471. It declined after the Thirty Years' War in the 17th century, and came under the rule of Bavaria in 1806. With the industrial revolution its fortunes revived. It was the focus of Hitler's political and industrial effort in the 1930s and 1940s, and as such was heavily bombed by the Allies in World War II. The post-war trials of Nazi war criminals were held here. Much of its historic architecture was destroyed by the bombing, but some of its has been restored or rebuilt, notable the old imperial castle, the Renaissance town hall, the Gothic churches of St. Lorenz and St. Sebald, and the Hospital Church of the Holy Ghost. Its major industries include the manufacture of mechanical and optical equipment, motor vehicles, textiles, and toys, for which it is a world center. It is a transportation center, with links by highway, canal, and air, and an educational center, with several institutions of higher learning, notably the Academy of Arts founded in 1662, and the Ohm Polytechnic Institute. Other institutes include the 600 year-old library and the Pegnesische Blumenorden, a literary society founded in 1644. The Germanisches Nationalmuseum houses a complete collection of Dürer prints. The 2004 estimated population was 495,600. ",city in the German state of Bavaria,http://vocab.getty.edu/tgn/7004334,http://www.wikidata.org/entity/Q2090,,http://vocab.getty.edu/tgn/7004334,,,1
859,Deutschland,Sachsen-Anhalt,Halberstadt,00030153,Halberstadt,,,,,inhabited places,"Located on Holtemme river in foreland of Harz mountains; was important medieval center; town went to Brandenburg in 1648, to Westphalia in 1807 & to Prussia in 1815; since it was center for production of bombers in WW II, city was heavily damaged.","town in Saxony-Anhalt, Germany",http://vocab.getty.edu/tgn/7012317,http://www.wikidata.org/entity/Q7072,,http://vocab.getty.edu/tgn/7012317,,,1
831,Deutschland,Bayern,Augsburg,00260522,Augsburg,,,,Augsbourg,inhabited places,"The city of Augsburg is located at the junction of the Wertach and Lech Rivers at the tip of the plain between them. It was the site of Bronze Age and Roman settlements, was destroyed by the Alemanni in the 5th century, then rebuilt by the Franks. It was a leading medieval commercial and banking center; and was an important site in the development of Lutheranism in the 16th century. It declined in power during the Thirty Years War and passed to Bavaria in 1806. The artists Hans Holbein, the Elder and the Younger, and Hans Burgkmair were born in the town. Augsburg is the administrative capital of the Bavarian district of Swabia. It was the site of a firestorm caused by bombardment in World War II and was severely damaged, but much of its historic architecture survived to be restored. The city is rich in Romanesque, Gothic, and Baroque buildings and fountains. It has a university founded in 1970, three colleges of music, and a technical college. In 1974, Augsburg annexed two neighboring cities, Göggingen and Haunstetten. It has grown to be a major site for heavy industry, chemicals, metal, and electrical plants. The 2004 estimated population was 260,600.","city in Bavaria, Germany",http://vocab.getty.edu/tgn/7004324,http://www.wikidata.org/entity/Q2749,,http://vocab.getty.edu/tgn/7004324,,,1
824,Deutschland,Hessen,Gießen,00071379,Giessen,,,Giessen,,inhabited places,"The city of Giessen is located on the Lahn River between the mountains of Westerwald and Vogelsberg in the state of Hessen in west-central Germany. The settlement was founded there in the 12th century when a castle was built on the site to protect three existing villages: Selters, Aster, and Kroppach. Giessen was ruled by Hesse from 1267, by Hesse-Marburg from 1567, and by Hesse-Darmstadt from1604. Surviving historic structures include the remains of the old castle, the new castle built in 1533-37, and the Schiffenberg Monastery. It boasts several educational institutions, notably the Giessen University where the famous chemist Justus von Liebig studied. Local industries include the manufacture of tobacco products, machinery, pottery, rubber, and textiles. The 2004 estimated population was 73,700.",,http://vocab.getty.edu/tgn/7004429,,,http://vocab.getty.edu/tgn/7004429,,,1
803,Deutschland,Thüringen,Erfurt,00000941,Erfurt,Erfurt,,,,inhabited places,"Located on Gera (formerly Erpf) river; established on site of abbey & royal residence in 8th cen.; was important medieval administrative, military and commercial center specializing in woad, a plant then used for blue dye; was Prussian after 1802.",capital city of German federated state of Thuringia,http://vocab.getty.edu/tgn/7024031,http://www.wikidata.org/entity/Q1729,,http://vocab.getty.edu/tgn/7024031,,,1
803,Italien,Toscana & Toskana,Arezzo,08120172,Arezzo,,Arezzo,,,inhabited places,"Was one of 12 ancient cities of Etruria and was allied with Rome from the 3rd century BCE. A thriving medieval center, Arezzo was taken by Florence in 1384. A series of wars was fought from the mid-13th century through the early 14th century between Guelf-controlled Florence and allies (Montepulciano, Bologna, and Orvieto) and their Ghibelline opponents (Pisa, Siena, Pistoia, and Arezzo). Arezzo was later a part of grand duchy of Tuscany; it was ruled by the French after Napoleonic Wars, and then by the Hapsburgs. The city was damaged during WW II. ",,http://vocab.getty.edu/tgn/7006072,,,,,,1
801,Deutschland,Bayern,Regensburg,00002591,Regensburg,Regensburg,,,,inhabited places,"The city of Regensburg is located on right bank of Danube River at its confluence with the Regen. Romans founded it as a frontier post on a Celtic settlement in the 2nd century. It went to Charlemagne in 788; and prospered in the Middle Ages. French troops destroyed it in 1809. It passed into the possession of Bavaria in 1810. It was bombed in World War II, but most of its historic structures survived. The famous Steinerne Brücke, 1125-1146, across the Danube is famous as an outstanding example of medieval construction. The most notable church is the Cathedral of St. Peter, 1275-1524, is an important Gothic structure, with medieval stained glass. Regensburg is a thriving river port at the head of navigation on the Danube, and is a center of commerce, industry, and culture. It feature manufactures for motor vehicles, wood products, electronics, and steel. The 2004 estimated population was 128,800.","city in Bavaria, Germany",http://vocab.getty.edu/tgn/7013496,http://www.wikidata.org/entity/Q2978,,http://vocab.getty.edu/tgn/7013496,,,1
790,Frankreich,Île-de-France,Versailles,20952476,Versailles,,,,,inhabited places,Built by French kings on site of Louis XIII's hunting lodge; seat of court of Louis XIV who built large palace; meeting place of States-General in 1783; scene of several treaty signings; German headquarters 1870-1871; seat of French government 1871-1879.,"French city and commune in Yvelines, in Île-de-France",http://vocab.getty.edu/tgn/7008070,http://www.wikidata.org/entity/Q621,,http://vocab.getty.edu/tgn/7008070,,,1
781,Deutschland,Bayern,Bamberg,00030136,Bamberg,Bamberg,,Bamberg,,inhabited places,"Bamberg is a city in Oberbayern, Bavaria, located on the canalized Regnitz River just above its confluence with the Main. Historically, it was the ancestral seat of the Babenberg family from 10th century. It was a medieval trade center; and the first book in German was published here in 1459. It passed to Bavaria in 1802. The city has much historic architecture, including two bishop's palaces, a former Benedictine abbey, the St. Michael's Church that was consecrated in 1015, and the Imperial Cathedral, built in 1004. Modern economic activities include the production of electrical equipment, shoes, pianos, and porcelain, along with brewing and market gardening. The 2004 estimated population was 70,100.","town in Bavaria, Germany",http://vocab.getty.edu/tgn/7004325,http://www.wikidata.org/entity/Q3936,,http://vocab.getty.edu/tgn/7004325,,,1
