count,subject,exact,broader,iconclass subject
1,"Arthur, Gore, 1st Earl of Arran",,,
1,Arthur- Lord Capel,,,
1,"Artichokes, Hyeres",,,
1,Artillery Embarking,,,
1,Artillery Horses Taking Fright At Lightning,,,
1,Artillerymen,,,
1,Artillerymen Working Their Guns,,,
1,Artist At Work,,,
1,Artist By A Waterfall,,,
1,Artist Sketching And Conversing Amongst Classical Ruins,,,
1,Artist on a Sketching Trip Picnicking in a Park,,,
1,Artist's Second Wife And Sin,,,
1,Artist's Son Writing,,,
1,Artist's Wife (E. Sant),,,
1,"Artist's Wife And Child, Figures In Background",,,
1,Artistic Butchery,,,
1,Arum Lily,,,
1,Arundel Castle From The Park.,,,
1,Arundel Castle From The River,,,
1,Arundel House,,,
1,Arundel House From The North,,,
1,Arundel House From The South,,,
1,Arundel Mill And Castle,,,
1,Arundel On Horseback,,,
1,"Arviragus, Bearing Imogen As Dead In His Arms, ""Cymbeline"", Act IV, Scene II",,,
1,As If An Angel Droppéd Down The Clouds,,,
1,As You Like It,,,
1,"As You Like It Act 1, Sc.6 Hanmer Edition Of Shakespeare Vol.II",,,
1,"As You Like It' , Act V, Scene 4.",,,
1,"As You Like It, Act Ii, Scene I - The Forest Of Arden Jacques And The Stag",,,
1,"As the Thing Used to Be Done (Two Riders, Three Greyhounds and a Slipper)",,,
1,Ascalphus Changed By Prosperpina Into An Owl,,,
1,Ascension Of Christ 1775 (29.95 8362),,,
1,Ascent To The Cascade Of Terni,,,
1,Ascolta E Spera,,,
1,Ascot Heath Race Ground,,,
1,"Asgill House, Richmond",,,
1,"Ash Tree House, The Artist's Home In Hereford",,,
1,Ash Tree in Ashstead Park,,,
1,"Ashbourne Bridge, Derbyshire",,,
1,"Ashbourne In The Peak, May 13, 1789 Mh 265",,,
1,"Ashbourne, Warwickshire (Etc.)",,,
1,"Ashburnham House, Dover Street, London, Ante-Room Ceiling Design",,,
1,"Ashburnham House, Dover Street, London, Library Ceiling Design After R. Adam",,,
1,"Ashburton, Devon",,,
1,Ashes Near Henley,,,
1,"Ashford Mill, Derbyshire.",,,
1,"Ashford, Derbyshire.",,,
1,Ashley Cowper (1701-1788) With His Wife And Daughter,,,
1,Ashridge,,,
1,"Ashtead Church Yard, Surrey (Liber Studiorum)",,,
1,Ask Me No More.,,,
1,"Ask Me No More.... For At A Touch I Yield""- The Princess By Tennyson""",,,
1,Asking Papa',,,
1,Asking the Way: a Traveller and a Girl in an Italian Landscape,,,
1,Aslackly Church Lincoln,,,
1,Asleep in a Bunch Aboard Ship,,,
1,"Asmall Pix,,, Made By Ye Chapter Of St Peter's, Vatican",,,
1,Aspecta Medusa,,,
1,Asphalters In The Strand - 1st Study,,,
1,Ass And Foal,,,
1,Assassination Of Edward The Martyr,,,
1,"Assembly At Wanstead House, 1729-30",,,
1,Assembly Of The Gods,,,
1,"Assembly Of The Gods With The Zodiac Above, Including Jupiter &amp; Juno; Cybele With Lions, Minerva With Shield, Ganymede With Peacock &amp; Eagle – And Others",,,
1,"Assembly Rooms, Bath",,,
1,Asses Waiting,,,
1,"Assheton Curzon, Afterwards Viscount Curzon And Dr. Mather His Tutor",,,
1,"Assheton Curzon, Later Viscount Curzon, Of Penn House, Bucks., With His Tutor Dr. Mather, In An Interior",,,
1,"Assisi, Looking Towards Perugia",,,
1,"Assumption Of The Virgin (Then In The Louvre, Now In The Cathedral At Verona",,,
1,Astley Bransby as Aesop in 'lethe',,,
1,Aston Church,,,
1,Aston Hall Near Birmingham,,,
1,"Aston Hall, Birmingham",,,
1,"Aston Hall, Birmingham, With The Spire Of St. Michael",,,
1,Aston House,,,
1,Astraea Returns To Earth,,,
1,Astrologia,,,
1,Astronomical Instruments,,,
1,Astronomy,,,
1,Astronomy' And Other Studies,,,
1,Asundel,,,
1,At A Palace Window,,,
1,At A Spring,,,
1,At Ambleside,,,
1,"At Augustine's Gate, Canterbury Cathedral Beyond",,,
1,"At Barmount, A Figure Study",,,
1,At Beddgelert,,,
1,At Bethlehem Near The Greek Convent Of The Nativity Of Christ,,,
1,At Bettws Y Coed,,,
1,At Bhagalpur In Bihar,,,
1,At Brighton Races,,,
1,"At Cadland, Near Bath",,,
1,"At Castle Mill On The Mole, Dorking",,,
1,"At Cheddar, Somerset",,,
1,"At Chioggia On The Venetian Lagoon; And The Bacino, Venice",,,
1,"At Clovelly, Devon",,,
1,At Cnidus- Is Now Doing By The Dilettanti,,,
1,At Cobham,,,
1,"At Colgong On The Ganges, India",,,
1,"At Cramond, Early Spring",,,
1,At Dalmally,,,
1,"At Deal, Kent",,,
1,At Dieppe,,,
1,At Dover,,,
1,"At Dunniford, Somerset",,,
1,"At East Bergholt, Suffolk",,,
1,At Edmonton,,,
1,"At Eleanor: Vanessa Bell, 1915",,,
1,At Evening When The Sun Is Low,,,
1,At Fault,,,
1,At Ferry Hinksey Near Oxford,,,
1,"At Ffestiniog, North Wales",,,
1,At Gartonzie,,,
1,At Guermo [I.E Ceramus],,,
1,At Hackford T.14,,,
1,At Haddon: View Towards The Upper Terrace,,,
1,"At Hailsham, Sussex: a Storm Approaching",,,
1,At Hammersmith,,,
1,"At Hampton Court, Herefordshire",,,
1,"At Hill Head, Near Portsmouth",,,
1,At Inverary,,,
1,At Lakenham Near Norwich,,,
1,At Langfort In Lord Rhadnor's Park Near Salisbury 29 Sept. 1768,,,
1,"At Llanguynant, North Wales",,,
1,"At Masham, Yorkshire.",,,
1,At Mass,,,
1,At Matlake,,,
1,"At Much Easton, Essex",,,
1,At Najafgarh Ghat,,,
1,At Needwood: Study Of Three Holly Trees,,,
1,"At Nunnery, Cumberland",,,
1,"At Ockham, Surrey, Summer",,,
1,At Old Ford,,,
1,At Pencerrig',,,
1,At Penkerrig',,,
1,At Portland Isle,,,
1,At Pozzuoli,,,
1,At Profsthwaite In Borrowdale,,,
1,At Rhodes,,,
1,"At Rosenlaui, Switzerland",,,
1,At Scoutton T. 11,,,
1,At Seaford,,,
1,At Sezincote,,,
1,At Sheerness,,,
1,"At Shoreham, Kent: Moonlight, A View Of The Village With The Church On The Right, A Barn With Carts To The Centre, In The Foreground A Pond And A Shepherd By His Fold",,,
1,"At Sir William Hamilton's Villa, Portici",,,
1,"At Sorrentum, The Rocks.....",,,
1,"At South Mickleham, Sept. 1829",,,
1,"At Steyning, Sussex",,,
1,"At Supper In Portsmouth On Our Arrival From Cowes, All Very Much Fatigued",,,
1,At Surlingham,,,
1,"At Swiss Cottage, Cassiobury Park",,,
1,At Tangier,,,
1,"At Tangier, No Figures, W. Boats",,,
1,"At Tangier, W.",,,
1,At Tangiers,,,
1,At Tenby,,,
1,At Terracina,,,
1,At The Balcony,,,
1,At The Bend Of A River - A Man Sketching.,,,
1,At The Church Door - A Scene From The View Of Wakefield,,,
1,At The Close Of The Day,,,
1,At The Cottage Door,,,
1,At The Edge Of A Wood,,,
1,At The End Of The Day's Shoot,,,
1,At The Finish,,,
1,"At The First Touch Of Winter, Summer Fades Away",,,
1,"At The Foot Of The Lighthouse Steps, Hastings",,,
1,At The Ford - A Farm Dog Chasing Ducks,,,
1,At The Forge,,,
1,"At The Fountain, Italy",,,
1,At The Inn Door,,,
1,At The Lock Gate,,,
1,At The Lower End Of Lake Windermere,,,
1,At The Quayside,,,
1,At The River's Mouth - Twilight.,,,
1,At The Shrine In Normandy,,,
1,At The Signpost,,,
1,At The Spring,,,
1,"At The Spring, Or Gossip",,,
1,At The Tapestry Frame,,,
1,At The Water Pump,,,
1,At The Well - A Girl In Classical Robes Seated On A Marble Terrace By A Pool,,,
1,At Thebes,,,
1,At Tivoli Above . .. ',,,
1,At Tivoli',,,
1,At Tivoli: Mountain Landscape In The Alban Hills,,,
1,At Troutbeck,,,
1,At Twickenham,,,
1,At Ullswater,,,
1,At Underriver Near Sevenoaks,,,
1,At Venice,,,
1,At Wargrave On Thames,,,
1,At Wattenleth Near Borrowdale,,,
1,At Woodbridge,,,
1,At Woodrising,,,
1,"At the Bell Inn, Cadnam, New Forest",,,
1,At the Feeding House Door,,,
1,At the Meet,,,
1,At the Start–Newmarket,,,
1,At the Tuileries,,,
1,At. Bawburgh,,,
1,Atalanta's Race,,,
1,Athene And Odysseus On The Shores Of Ithaca,,,
1,Athene Appealing to Zeus,,,
1,Athene Appearing to Odysseus and Telemachus at Eumaeus's Hut,,,
1,Athene Appearing to Telemachus,,,
1,Athene and Odysseus with Bow,,,
1,Athens From The Banks Of The Illysius,,,
1,Athens In Its Flourishing State,,,
1,"Athens, With The Genoese Tower; Pnyx In The Foreground",,,
1,Athleia Aids The Mother's Wicked Designs,,,
1,Athos From Near Neochorio 21 September 1856',,,
1,Atilla,,,
1,Atlanta,,,
1,Atlantic Stone,,,
1,Atlas Turned To Stone,,,
1,"Atlas, the Property of his Grace the Duke of Devonshire",,,
1,Attack On British Squares By French Cavalry,,,
1,Attacked By Wolves,,,
1,Attempt To Veer,,,
1,"Attila', A Bay Racehorse In A Stable",,,
1,"Attock (Near Peshawar, Northern India)",,,
1,"Attributed Cecil, Countess Of Oxford",,,
1,"Atumns, Spring and Winter, From 'the Banks of Allan Water'",,,
1,Aubrey De Vere,,,
1,"Aubrey De Vere, 20th Earl Of Oxford",,,
1,"Aubrey, 5th Duke of St. Albans (1740-1802)",,,
1,"Aubrey, Earl Of Burford, Later 6th Duke Of St Albans, Wearing Uniform Of A Captain In The 34th Foot",,,
1,"Auckland Castle, Bishop Auckland the Seat of the Bishop of Durham",,,
1,Audrey and Touchstone,,,
1,Audrey's Toilet,,,
1,"Augur, A Bay Racehorse In A Paddock",,,
1,August,,,
1,"Augusta Caroline Saumarez, After, Amelia, Lady Boston",,,
1,Augusta Charlotte Thelusson,,,
1,"Augusta Frances Hoare, Wife Of The 5th Bart.",,,
1,"Augusta Hoare, Daughter Of The 5th Baronet",,,
1,"Augusta Sophia Pierrepont, Lady Charles Wellesley",,,
1,"Augusta Sophia, Lady Charles Wellesley",,,
1,"Augusta, Duchess Of Cambridge (1797-1889 )",,,
1,Augusta-Jane L'isle March Phillips (Mrs John Purcell Fitzgerald),,,
1,"Augustine Steward, Sheriff 1526, Mayor 1534,1546, 1556, Mp For Norwich 1547",,,
1,"Augustus Bridge, Rimini",,,
1,Augustus Entering The Apartment,,,
1,"Augustus Frederick, Duke Of Sussex (1773-1843)",,,
1,"Augustus Frederick, Duke of Sussex (Profile) (1773-1843)",,,
1,Augustus Hearn Gilbert,,,
1,"Augustus Henry Fitzroy, 3rd Duke Of Grafton (1735-1811)",,,
1,"Augustus Henry Fitzroy, Duke Of Grafton",,,
1,"Augustus Henry, 3rd Duke Of Grafton",,,
1,"Augustus Hervey, 3rd Earl of Bristol",,,
1,Augustus Pugin,,,
1,Augustus Schutz With His Wife &amp; Friends. ; A Party On A Terrace.,,,
1,Augustus Stafford O'Brien,,,
1,Augustus Wall Callcott,,,
1,Augustus Wall Callcott Ra,,,
1,"Augustus, 4th Earl Of Berkeley Lieut. Col Of 2nd Regiment Of Foot.",,,
1,Auld Lang Syne,,,
1,Auld Robin Gray,,,
1,"Aurangzeb's Mosque, Benaires",,,
1,"Aurangzeb's Mosque, Benares (U. P) Seen From the River.",,,
1,"Auribeau, 9. 30 A. M., April 1st, 1868",,,
1,Aurora,,,
1,Aurora Leigh's Dismissal Of Romney (The Tryst),,,
1,"Aurora, Apollo and the Muses",,,
1,"Aust Ferry House, Near Chepstow",,,
1,Aust Ferryhouse on Banks of Severn,,,
1,Austrian Driver,,,
1,Austrian Officer,,,
1,Author And Critics,,,
1,Author Of Pelham (Caricature Of Bulwer Lytton),,,
1,Author Or Actor Before A Curtain,,,
1,Autograph Letter To J Roberts (Side 1),,,
1,Autograph Letter To J Roberts (Side 2),,,
1,Autumn (Third Version) Scene In A Roman Garden,,,
1,Autumn Among The Surrey Hills,,,
1,"Autumn Evening On The Sambre, Belgium""""",,,
1,"Autumn Evening, Isle Of Arran",,,
1,Autumn Fruit,,,
1,Autumn Landscape With Apple Pickers,,,
1,"Autumn Landscape, N. Wales",,,
1,"Autumn Leaves (Sophie &amp; Alice Millais, Daughter Of The Painter And Matilda Proudfoot &amp; Isabella Nicol",,,
1,Autumn Mists,,,
1,Autumn On The Thames,,,
1,Autumn On The Thames Estuary,,,
1,Autumn Regrets 1882,,,
1,Autumn Showers.,,,
1,Autumn Sowing Or The Grain,,,
1,"Autumn on the Derwent, Cumberland",,,
1,Autumn'',,,
1,"Autumn, A River Landscape",,,
1,"Autumn, Spring And Winter, From 'the Banks Of Allan Water' An Allegorical Trptych, A Sketch",,,
1,Autumn.,,,
1,"Autumn: Illustration to a Poem, the Four Seasons",,,
1,"Autumnal Evening, Near Beddgelert, North Wales",,,
1,Auxerre on the River Yonne,,,
1,Avalanche,,,
1,"Avapessa, Corsica.",,,
1,Avarice,,,
1,"Avebury, Near Marlborough, Wilts.",,,
1,"Aveline, Countess Of Lancaster",,,
1,Avenue And Castle,,,
1,Avenue Of Trees,,,
1,Avenue Of Trees - One Of A Set Of Eleven,,,
1,Avenue of Trees,,,
1,Avignon On The Rhone,,,
1,"Avignon, The Palace Seen From The Back",,,
1,Avon Gorge,,,
1,"Avon Water, Lanarkshire",,,
1,"Avon, Bristol",,,
1,Avranches,,,
1,Avranches Tower - June 15 18../ Dover Castle') Avalanche Or Maunsel Tower),,,
1,Awaiting An Answer,,,
1,Awaiting Sentence,,,
1,Awaiting The Order To Charge,,,
1,Awaiting The Verdict,,,
1,Away From Home Into A World Of Her Own',,,
1,Awful Protection Against Midges,,,
1,Ayah With European Child,,,
1,Ayez Pitié Du Pauvre Aveugle,,,
1,Aylburton Common,,,
1,"Aylmerton Church, Norfolk - From The South West",,,
1,Ayoung Girl Reading By Candlelight,,,
1,Ayscoghe (1792 - 1857) And Amelia Mary (D. 1874) Boucherett,,,
1,Ayscoghe Boucherette And His Steward,,,
1,"Ayscoghe Boucherette, M. P.",,,
1,Ayscoughe Boucherette (1792-1857),,,
1,"Aysgarth Falls, Yorkshire",,,
1,"Aysgarth Force, Yorkshire",,,
1,"Aysgarth Foss, N. Riding, Yorkshire",,,
1,"Aysgarth, Yorkshire",,,
1,Azaleas,,,
1,Azaleas Mh 180,,,
1,Azay-Le-Rideau,,,
1,"Azim, A Grey Arab Mare Of Stallion.",,,
1,"Azim-Ud-Daula, Nawab Of The Carnatic, And His Son, Azam Jah, 1802.",,,
1,B B Greathead,,,
1,B II 352,,,
1,B M M Sketchbook Lb 68; Two Scenes From Guarini's Ii Pastor Fido,,,
1,"B M Sketchbook Lb 68; Alternative Desig For Prince Of Wales' Bedchamber, Hampton Court",,,
1,"B M Sketchbook Lb 68; Alternative Design For Prince Of Wales' Bedchamber, Hampton Court",,,
1,B M Sketchbook Lb 68; Alternative Designs For Pediment Of Stoke Edith,,,
1,B M Sketchbook Lb 68; Buildings On The Banks Of The Tiber,,,
1,B M Sketchbook Lb 68; Design For A Ceiling In Compartiments,,,
1,B M Sketchbook Lb 68; Design For A Ceiling In Roundels,,,
1,B M Sketchbook Lb 68; Designs For Two Ceilings,,,
1,B M Sketchbook Lb 68; Designs For Two Landscapes,,,
1,B M Sketchbook Lb 68; Elliptical Proscenium Arch,,,
1,B M Sketchbook Lb 68; Rape Of The Sabines,,,
1,B M Sketchbook Lb 68; Sheet Of Four Studies,,,
1,"B M Sketchbook Lb 68; Sheet Of Four Studies, (Christ And Woman Of Samaria: Reclining Figures Susannah And The Elders; Diana And Actaeon",,,
1,B M Sketchbook Lb 68; Sheet Of Three Studies,,,
1,B M Sketchbook Lb 68; Six Studies For Portraits,,,
1,B M Sketchbook Lb 68; Three Friezes Of Cupids And Putti,,,
1,B M Sketchbook Lb 68; Three Friezes Of Putti Prepresenting Seasons,,,
1,B M Sketchbook Lb 68; Two Landscapes,,,
1,"B M Sketchbook, F 74; Genesis, Ch 46",,,
1,"B M Sketchbook, F 76 ; Salome Dancing Before Herod [Matt Ch 14, V 6]",,,
1,"B M Sketchbook, F 77 ; Stephen",,,
1,"B M Sketchbook, F 78 ; Plutarch - Cato",,,
1,"B M Sketchbook, F 80 ; Minerva Comforting Painting",,,
1,"B M Sketchbook, F 83 ; Angel Appearing On Battle Scene [Out Of Focus]",,,
1,"B M Sketchbook, F 85 ; From Fingal",,,
1,"B M Sketchbook, F 92 ; Chariot With Horseman",,,
1,"B M Sketchbook, F 93 ; Plutarch - Death Of Brutus",,,
1,"B M Sketchbook, F 95 ; I Was An Hungered And Ye Gave Me Meat [Mathhew, Ch 25, V 35]",,,
1,"BEACH SCENE, CROMER (37 June, 1968)",,,
1,BETWEEN CHAMONIX AND MARTIGNY - THE AIGUILLE VERTE,,,
1,BETWEEN LAUTERBRUNNEN AND GRINDELWALD,,,
1,"BISHOP HALL'S PALACE, HEIGHAM, NORWICHS (35) June 1968",,,
1,"BOLTON ABBEY ON THE BANKS OF THE RIVER WHARFE, YORKSHIRE",,,
1,BUILDING IN A MOUNTAINOUS LANDSCAPE,,,
1,BURDOCK LEAVES,,,
1,Baalbec,,,
1,Bab Es Sek,,,
1,"Bab-El-Louk, Cairo. '",,,
1,Babbacombe Bay,,,
1,Babel' A Racehorse,,,
1,Babes In The Wood,,,
1,Baby Asleep,,,
1,Baby Minders.,,,
1,"Baby in Bridgewater Canal, versio of portrait of Oliver Madox Brown",,,
1,Baby's Birthday,,,
1,Baby's Turn,,,
1,Bacchanalia,,,
1,Bacchanalian Dance,,,
1,Bacchanalian Scene,,,
1,Bacchante Asleep,,,
1,Bacchante Reposing,,,
1,Bacchante With A Bull,,,
1,Bacchante.,,,
1,Bacchic Bull (detail of relief),,,
1,Bacchic Bull–Pediment (detail),,,
1,"Bacchic Relief, (Formerly Called Alcibiades) With Courtesans)",,,
1,"Bacchus And Ariadne, After Titian",,,
1,Bacchus Crowning Ariadne; Young Bacchanals at Play,,,
1,Bacchus Holding Up A Wine Cup,,,
1,Bacchus Restoring Midas To His Former Condition,,,
1,Bacchus Teaching The Nymph To Make Verses,,,
1,Bacchus Visiting The House Of Icarius,,,
1,"Bacchus and Ariadne, after Titian",,,
1,Bacchus with Grapes,,,
1,"Bacchus, Ampelos, Silenos And A Maenad",,,
1,"Bacchus, Satyrs And Nymphs Sacrificing A Goat",,,
1,Bacchus-View Of The Niche,,,
1,Bacchus-View of the Figure,,,
1,Bacchus-View of the Figure From Left,,,
1,Bacchus; And Ariadne,,,
1,Bacchus–After the Antique,,,
1,Bacchys Restoring Midas To His Formerb Condition,,,
1,Baccus Holding Cup And Two Roundels With Two Pastoral Subjects,,,
1,Bacharach,,,
1,Bachelor's Hall,,,
1,Bachelor's Hall–Illustration for Plate 1 for Poem by Charles Dibdin Entitled Bachelor's Hall,,,
1,Bachelor's Hall–Illustration for Plate 2 for Poem by Charles Dibdin Entitled Bachelor's Hall,,,
1,Bachelor's Hall–Illustration for Plate 3 for Poem by Charles Dibdin Entitled Bachelor's Hall,,,
1,Bachelor's Hall–Illustration for Plate 4 for Poem by Charles Dibdin Entitled Bachelor's Hall,,,
1,Bachelor's Hall–Illustration for Plate 5 for Poem by Charles Dibdin Entitled Bachelor's Hall,,,
1,Bachelor's Hall–Illustration for Plate 6 for Poem by Charles Dibdin Entitled Bachelor's Hall,,,
1,Bachus And Ariadne,,,
1,Bacino Di San Marco From The Piazzetta,,,
1,Back From Market,,,
1,Back From The Market,,,
1,Back Front Of The Cottage,,,
1,"Back Kitchen At No, 2 Streatham Street",,,
1,Back Of 'portrait Of J H Mortineis Mother,,,
1,Back Of A Naked Figure,,,
1,"Back Of The Gibraltar Inn, Norwich",,,
1,Back Of The Mills T.15,,,
1,"Back Of The Point, Portsmouth",,,
1,Back View Of A Draped Female Figure,,,
1,Back View Of A Spaniel,,,
1,Back View Of A Standing Male Figure,,,
1,Back View Of A Woman,,,
1,Back and Front View of an Austrian Soldier,,,
1,Back of the New Mills,,,
1,Back-To-Back,,,
1,Backboard To 'view Over Hampstead Heath',,,
1,Backing To The Last Judgement,,,
1,Backs Of Wooden Salad Spoon And Fork,,,
1,"Backways, Tintagel",,,
1,Backyard Of An Inn At Dorking,,,
1,"Bacon Lord Chancellor, Viscount St Albans",,,
1,Badger Baiting: Match At The Badger,,,
1,Baggage Horse,,,
1,Baggage Waggons In Thunderstorm,,,
1,Baggage Wagons In A Thunderstorm (Reputedly The Scots Greys At Waterloo),,,
1,Bagnigge Wells,,,
1,Bagnigge Wells 1772,,,
1,Bagozzi On The Lagoon Of Venice Near The Guidecca.,,,
1,Baillie Duncan Macwheeble At Breakfast,,,
1,Bajazeth,,,
1,"Bala Lake, N. Wales",,,
1,"Bala, Merionethshire",,,
1,Balaam And The Angel,,,
1,Balaam And The Ass,,,
1,"Baldersby, Yorkshire",,,
1,"Balentore, Forfarshire",,,
1,"Ball Room, Windsor Castle, 1817",,,
1,"Ballachulish, Scotland",,,
1,Ballad Singer (The Dutch Ballad Singer),,,
1,Ballarina,,,
1,"Ballerina, a Bay Mare Belonging to the Earl of Clarendon in a Landscape",,,
1,"Ballet Scene From On The Sands, 1910",,,
1,"Ballochmyle Viaduct, 1848",,,
1,Ballroom With Ceiling Panel By J. F. Rigaud,,,
1,Balmoral Castle,,,
1,"Balmoral, Her Majesty's Highland Residence.",,,
1,Bamborough,,,
1,"Bambro' Castle, Northumberland",,,
1,"Bampfylde Moore Carew, 'king Of The Beggars'",,,
1,Banana And Pineapple,,,
1,"Banbury Castle, Signal Of Distress In The Offing",,,
1,Bandelures,,,
1,Bandit Taking Up His Post,,,
1,"Bandit Taking Up His Post, Cat. 60",,,
1,"Bandit With Old Man &amp; Young Woman, Cat. 65.",,,
1,Bandits Robbing Travellers At The Entrance To A Cave,,,
1,Banditti,,,
1,Banditti Accesting a Woman and Her Child,,,
1,Banditti At The Mouth Of A Cavern,,,
1,Banditti Drowning A Woman,,,
1,Banditti Fishing,,,
1,Banditti Gambling.,,,
1,Banditti Going Out,,,
1,Banditti Going Out Cat. 52,,,
1,Banditti Loading A Horse With Spoil (Sketch From Album),,,
1,Banditti On The Shore Searching A Basket Of Oyster,,,
1,Banditti Regaling,,,
1,Banditti Returning Cat. 53,,,
1,Banditti Separating,,,
1,Banditti Sleeping,,,
1,Banditti With Dog,,,
1,Banditti With Old Man And Young Woman,,,
1,Banditti With Prisoners,,,
1,"Banditti With Prisoners, And Skeleton Above, On Ledge",,,
1,"Banfield Moore Carew, King of Beggars, with His Dog",,,
1,Banging Along the Road He Miles an Hour; Sparking Discoveries,,,
1,Bangor,,,
1,Bangor From Carnarvon Road,,,
1,Bangor From the Road to Bangor Ferry,,,
1,Banks Of The Arve Nr-Salanche In Savoy,,,
1,Banks Of The Tiber,,,
1,Banks On The Ganges,,,
1,"Banks of Jordan, the Immersion of the Pilgrims",,,
1,Bankside: Panorama of London,,,
1,"Banquet Of Gods, Or The Marriage Of Jupiter And Juno",,,
1,"Banquet of the Gods (Great Room, Ceiling)",,,
1,"Banqueting House Ceiling Minerva Presiding Over the Arts and Winds, by Antonio Verrio",,,
1,Banqueting House From The East,,,
1,"Banqueting House, London, Whitehall Facade",,,
1,"Banqueting House, Whitehall",,,
1,Bantam,,,
1,"Banyan Tree And Shiva Shrine, Gaya, Bihar. March 1790",,,
1,"Banyan Tree, Saharanpur District, U. P., January 1813",,,
1,Baofeu and Langdale Pikes; Castable Fairly on Loan to Sudbung,,,
1,Baptism,,,
1,"Baptism In Scotland, Or A Scottish Christening",,,
1,Baptism Of Christ,,,
1,Baptism Of Prince Charles Edward,,,
1,Baptism Of The King Of Cashel By St Patrick,,,
1,Baptism of Christ,,,
1,Baptism of St Edwin,,,
1,Baptist May,,,
1,Baptist May (1628-1697),,,
1,Baptist May (1628-98),,,
1,Baptist May (1629-90),,,
1,"Baptist Noel, 4th Earl Of Gainsborough With His Wife Elizabeth, With Their Children Elizabeth, Jane And Juliana",,,
1,"Bar Gate, Southampton",,,
1,"Barbados Museum And Historical Society; Monument To Thomas Withers, D 30 Aug 1750",,,
1,"Barbados Museum And Historical Society; Monument To Thomas Withers, D 30 August 1750 detail",,,
1,Barbara Ann Barrett Lennard (detail Of The Barrett Lennard Family),,,
1,Barbara Bagot (Mrs Sneyd),,,
1,Barbara Dall'armi,,,
1,"Barbara Gamage, Countess Of Leicester",,,
1,"Barbara Gamage, Countess Of Leicester, And Her Children The English Icon - Cat 263",,,
1,Barbara Jeake,,,
1,Barbara Mary Drummond (d. 1789),,,
1,"Barbara Montgomery, Late, Mrs John Beusford",,,
1,"Barbara Palmer, Duchess Of Cleveland",,,
