count,country,region,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
8,Austria,,Rohrau,Rohrau,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4009380,,
8,England,,Bury St. Edmunds,Bury Saint Edmunds,Bury Saint Edmunds,,,,inhabited places,"Town grew around 7th-cen. monastery, built by Sigebert, King of East Angles; noted for 10th-cen. shrine of St. Edmund & ruins of 11th-cen. Benedictine abbey, where barons drew up basis for Magna Carta in in 1214; site of Town Hall (1780) by Robert Adam.","town in Suffolk, England",http://vocab.getty.edu/tgn/7010914,http://www.wikidata.org/entity/Q764754,
8,England,,Chevening,Chevening,Chevening,,,,inhabited places,,,http://vocab.getty.edu/tgn/7011632,,
8,England,,Mentmore,Mentmore,Mentmore,,,,inhabited places,,,http://vocab.getty.edu/tgn/4007110,,
8,England,,Oldham,Oldham,Oldham,,,,inhabited places,"Located on W edge of Pennines near mouth of River Medlock; center for agricultural products & woolen industry until 19th cen., when it became a major weaving center; today's industries include motor vehicles & electronics.",,http://vocab.getty.edu/tgn/7010552,,
8,England,,Ross-on-Wye,Ross-on-Wye,Ross on Wye,,,,inhabited places,A market town & 19th-cen. resort.,,http://vocab.getty.edu/tgn/1030456,,
8,England,,West Sussex,West Sussex,West Sussex,,,,counties,"Comprises chalk hills and fertile coastal plains; early inhabitants left Bronze Age burial mounds and Iron Age hill forts; was inhabited by Romans, then Saxons in the late 5th century; noted for seaside resorts since the 14th century; is characterized by small villages.",,http://vocab.getty.edu/tgn/7008134,,
8,England,,Woodstock,Woodstock,Woodstock,,,,inhabited places,"Market town known for the manufacture of gloves. Nearby Blenheim Palace, given to the Duke of Marlborough, and designed by Vanbrugh, is considered one of England's greatest houses.",,http://vocab.getty.edu/tgn/7011937,,
8,England,Cambridge,Cambridge,Cambridge,Cambridge,,,,inhabited places,"Located on the rivers Cam and Granta; site of prehistoric and Roman remains; oldest college is Peterhouse (founded 1284); was confirmed a university city by Pope John XXII in 1384; visited by Erasmus in 1510; site of Holy Sepulchre Church, famed for its circular plan; the Fitzwilliam Museum is here.","city in Cambridgeshire, England",http://vocab.getty.edu/tgn/7010874,http://www.wikidata.org/entity/Q350,
8,England,Kent,"Knole, Sevenoaks",,,,,,,,,,,
8,England,Oxfordshire,Buscot Park,Buscot Park,,,,,,,"country house in Oxfordshire, England, UK",,http://www.wikidata.org/entity/Q5001321,
8,France,,Château de Villandry (near Tours),,,,,,,,,,,
8,France,,Dieppe,Dieppe,,,,,inhabited places,Granted privileges by French kings due to its strategic importance; occupied by English during Hundred Years' War; suffered from plague 1668 and 1670; destroyed by the English and Dutch in 1694; occupied by Germans 1870-1871 and 1940s; noted for manufacture of ivory.,"commune in Seine-Maritime, Normandy, France",http://vocab.getty.edu/tgn/7008922,http://www.wikidata.org/entity/Q183557,
8,France,,Draguignan,Draguignan,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7009152,,
8,France,,Dunkirk,Dunkerque,Dunkirk,,Dunkirchen,Dunkerque,inhabited places,Formerly ruled by Burgundians and Spanish as part of Flanders; taken by British and French who defeated Spanish 1658; awarded to England 1659; sold to France 1662; piracy center 17th century; its fortifications demolished 1713 and later rebuilt 18th century.,,http://vocab.getty.edu/tgn/7010042,,
8,France,,Langres,Langres,,,,,inhabited places,"The stronghold of the Lingones (a Gallic tribe), later an important Gallo-Roman & medieval fortified town; birthplace of philosopher Denis Diderot (b. 1713).",,http://vocab.getty.edu/tgn/7008343,,
8,France,,Rueil,Rueil-Malmaison,,,,,inhabited places,"Burned by the Black Prince, son of Edward III of England 1346; site of Château called Malmaison built by Christophe Perrot 1622, purchased & enlarged by Joséphine Bonaparte 1799, also burial site of Joséphine & daughter Queen Hortense.","commune in Hauts-de-Seine, France",http://vocab.getty.edu/tgn/7016452,http://www.wikidata.org/entity/Q193920,
8,France,,Villandry,Villandry,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008324,,
8,Germany,,Baden-Baden,Baden-Baden,Baden-Baden,,Baden-Baden,,inhabited places,"The city of Baden-Baden lies along the middle Oos River in the Black Forest in the state of Baden-Württemberg in southwestern Germany. Roman baths were constructed here during the reign of Caracalla ca. 211 CE for the use of troops garrisoned at Strasbourg. The town was rebuilt on the Roman ruins after it became the seat of the margravate of Baden in 1112. It was destroyed in 1689, but rebuilt as asylum for refugees from the French Revolution in the late 18th century. It became a well-known spa in Europe from 1803, reaching its peak of fashionability during the 18502 and 1860s. Baden-Baden is still popular for its thermal saline and radioactive bath waters. The 2004 estimated population was 54,100.","town in Baden-Württemberg, Germany",http://vocab.getty.edu/tgn/7005172,http://www.wikidata.org/entity/Q4100,
8,Germany,,Frankfurt-am-Main,Frankfurt am Main,Frankfurt am Main,,Frankfurt am Main,Francfort-sur-le-Mein,inhabited places,"Frankfurt am Main is the largest city in the state of Hessen in western Germany, lying some 19 miles upstream on the Main River from the city of Mainz. Celts and Germanic people occupied the site in the first century BCE and by the Romans in the first and second centuries CE. The Franks took it over around 500, when if probably gained the name Frankfurt, meaning ""ford of the Franks, but was first mentioned as such by Charlemagne's biographer in the late 8th century. In 1356 it was designated the official site of the election of the German kings. It was a free imperial city from 1372 to 1806, then Napoleon I made it first the seat of government for the Confederation of the Rhine, then the capital of the Grand Duchy of Frankfurt. From 1816 to 1866 it was the seat of the Germann Federal Diet and thus de facto the capital of the German states. Following the Seven Weeks' War in 1866, it fell under Prussian rule where it remained until after World War I. It suffered heavy damage from bombardment in World War II, and most of its medieval Old City was destroyed. Historic structures that survived include the 8th-century Benedictine monastery, the Römer or medieval city hall, the 155-foot Eschenheim Tower, St. Bartholomew's Cathedral dating from 1239, and the Church of St. Paul. Modern Frankfurt am Main is a commercial and industrial center, famous for its many trade fairs, including the international book, car, and computer fairs. It is known for the manufacture of motor vehicles, pharmaceuticals, printing materials, and processed foods, especially sausages. It is a transportation center with a busy railway hub and the largest airport in Germany. The 2004 estimated population was 646,000.","city in Hesse, Germany",http://vocab.getty.edu/tgn/7005293,http://www.wikidata.org/entity/Q1794,
8,Germany,,Kiel,Kehl,,,,,inhabited places,,town in southwest Germany,http://vocab.getty.edu/tgn/1039835,http://www.wikidata.org/entity/Q15979,
8,Germany,,Wiesbaden,Wiesbaden,Wiesbaden,,,,inhabited places,Located on the Rhein River W of Frankfurt; famed for thermal springs since Roman times; was site of Franconian palace by 9th century. was important medieval center; ruled by Nassau from 13th century. went to Prussia in 1866; was bombed in WW II.,capital of the German state of Hesse,http://vocab.getty.edu/tgn/7004432,http://www.wikidata.org/entity/Q1721,
8,Italy,,Albugnano,Albugnano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005612,,
8,Italy,,Asolo,Asolo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003304,,
8,Italy,,Avigliana,Avigliana,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005721,,
8,Italy,,Bettona,Bettona,,,,,inhabited places,"Was an ancient Umbrian center; later was a Roman municipium, & a free city-state during the Middle Ages; Etrusco-Umbrian remains include walls & artifacts from the necropolis.",,http://vocab.getty.edu/tgn/7005120,,
8,Italy,,Buttigliera Alta,Buttigliera Alta,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7057548,http://www.wikidata.org/entity/Q9118,
8,Italy,,Campione d'Italia,Campione d'Italia,,,,,inhabited places,,"comune and exclave of Italy, surrounded by Switzerland",http://vocab.getty.edu/tgn/7005865,http://www.wikidata.org/entity/Q244207,
8,Italy,,Carmagnola,Carmagnola,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1043895,,
8,Italy,,Cingoli,Cingoli,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004023,,
8,Italy,,Clusone,Clusone,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005814,,
8,Italy,,Crema,Crema,,,,,inhabited places,"Located on Serio River; possibly of Celtic origin; sacked by Emperor Frederick I Barbarossa in 1159; fell to Visconti family 1338; under Milanese, Venetian, French & Austrian rule until Italian unfication 1860; site of Lombard Gothic cathedral 1284-1341.",,http://vocab.getty.edu/tgn/7005874,,
8,Italy,,Erbè,Erbè,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7047988,,
8,Italy,,Fidenza,Fidenza,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7004973,http://www.wikidata.org/entity/Q100811,
8,Italy,,Fornovo di Taro,Fornovo di Taro,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1044678,,
8,Italy,,Fossa (near),,,,,,,,,,,
8,Italy,,Jesi,Jesi,,,,,inhabited places,"Located on Esino river; colonized by Romans; destroyed by Goths and Lombards; given to Church by Frankish king Pepin III in 756; supported Holy Roman emperors until Battle of Benevento (1266), when it passed to papacy; noted as birthplace of Frederick II.",,http://vocab.getty.edu/tgn/7004002,,
8,Italy,,Loreto Aprutino (near),,,,,,,,,,,
8,Italy,,Poggio a Caiano,Poggio a Caiano,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006163,,
8,Italy,,Rongolise,Rongolise,,,,,inhabited places,,human settlement in Italy,http://vocab.getty.edu/tgn/5002193,http://www.wikidata.org/entity/Q18436718,
8,Italy,,Sant'Ambrogio di Torino (near),,,,,,,,,,,
8,Italy,,Ventaroli,Ventaroli,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004662,,
8,Italy,,Vigo di Cadore,Vigo di Cadore,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7037052,,
8,Italy,Lazio,Torri in Sabina,Torri in Sabina,,,,,inhabited places,,,http://vocab.getty.edu/tgn/4011287,,
8,Italy,Lazio,Tuscania,Tuscania,,,,,inhabited places,"Town on an ancient town. Evidence of human presence in the area dates from the Neolithic age, but the city proper was built around the 7th century BCE; was a flourishing Etruscan center by 3rd cen. BCE; was a thriving fortified center in the Middle Ages; modern town was severely damaged in an eartquake in 1971; today is noted for Etruscan remains, medieval walls, & Romanesque churches.",,http://vocab.getty.edu/tgn/7006796,,
8,Netherlands,,Eindhoven,Eindhoven,,,,,inhabited places,"Located on the Dommel river in the Kempen heathland, the small village grew dramatically after 1900 to become one of the largest industrial centers of The Netherlands. Known as the 'town of light,' as it is the home of the Philips light bulb factory.",,http://vocab.getty.edu/tgn/7006842,,
8,Scotland,,Abbotsford,Abbotsford,Abbotsford,,,,inhabited places,,,http://vocab.getty.edu/tgn/7465039,,
8,Scotland,,Kelso,Kelso,Kelso,,,,inhabited places,,,http://vocab.getty.edu/tgn/7009493,,
8,Scotland,,St. Andrews,Saint Andrews,Saint Andrews,,,,inhabited places,"Located on a rocky promontory on Bay of St. Andrew, across from Firth of Tay; noted for University founded in 1412; also known for Royal & Ancient Golf Club, which is the ruling authority on the game; has ruins of cathedral, priory & castle.",,http://vocab.getty.edu/tgn/7009562,,
8,Spain,,Carmona,Carmona,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7342618,,
8,Spain,,Gandía,Gandía,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007696,,
8,Spain,,Illescas,Illescas,,,,,inhabited places,,municipality in Spain,http://vocab.getty.edu/tgn/7007800,http://www.wikidata.org/entity/Q1606474,
8,Spain,,Murcia,Murcia,,,,,inhabited places,"Located at junction of Segura & Guadalentín rivers; trades in citrus fruits, almonds, cereals, olive oil & pepper; manufactured products include woolens, linen, cottons, leather, furniture & hats; famous for silk industry dating from Moorish era.",,http://vocab.getty.edu/tgn/7008128,,
8,Spain,,Paredes de Nava,Paredes de Nava,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7008359,,
8,Spain,,Sarriá,Sarriá,,,,,,,"former municipality in the province of Barcelona, Spain",,http://www.wikidata.org/entity/Q30895218,
8,Ukraine,,Kiev,Kyiv,Kiev,,Stadt Kiew,Municipalité de Kiev,inhabited places,"Located on Dnepr river; was key in trade route from Scandinavia to Byzantium; held by Viking Varangians from 862; was center of 1st Russian state, Kievan Rus; flourished in 11th century; taken by Mongols 13th century; Russian from 1686; badly damaged in WW II.",capital and largest city of Ukraine,http://vocab.getty.edu/tgn/7010171,http://www.wikidata.org/entity/Q1899,
8,United States,Arkansas,Little Rock,Little Rock,,,,,inhabited places,"Located on Arkansas River in central Arkansas; in 1860s was extremely anti-Union, yet in 1863 Federal troops seized city & organized a pro-Union government; in 1957 state governor made unsuccessful attempt to maintain school racial segregation.",,http://vocab.getty.edu/tgn/7013897,,
8,United States,California,Carmel,Carmel-By-The-Sea,,,,,inhabited places,,"city in Monterey County, California, United States",http://vocab.getty.edu/tgn/7013551,http://www.wikidata.org/entity/Q625458,
8,United States,California,Los Altos,Los Altos,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7013912,,
8,United States,Connecticut,Guilford,Guilford,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2016959,,
8,United States,Connecticut,Naugatuck,Naugatuck,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7014192,,
8,United States,Connecticut,Newtown,Newtown,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7014228,,
8,United States,Georgia,Columbus,Columbus,,,,,inhabited places,"Located W Georgia at head of Chattahoochee River navigation & opposite Phoenix, Alabama; grew as inland cotton port; was major supply city for Confederacy during Civil War & site of last battle E of Mississippi River; developed thriving textile industry.",,http://vocab.getty.edu/tgn/7013643,,
8,United States,Illinois,Oak Park,Oak Park,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7014254,,
8,United States,Indiana,Richmond,Richmond,,,,,inhabited places,"Located on East Fork of Whitewater river on the Ohio border, in a fertile agricultural area; was settled by migrating North Carolina Quakers; is seat of Quaker publications & meetings; noted for annual rose festival.",,http://vocab.getty.edu/tgn/7014336,,
8,United States,Maine,York,York Village,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7015809,,
