count,country,region,district,city,tgn_or_wiki_label,label_en,label_it,label_de,label_fr,type,scope_note,wikidata_description,tgn_uri,wikidata_uri,notes
47,Stati Uniti d'America,Texas,,El Paso (TX),El Paso,,,,,inhabited places,"Located at foot of Franklin Mountains, across Rio Grande from Juárez, Mexico; Franciscans established mission across river in 1659; Spanish survivors of Pueblo Revolt (1680-1692) settled on this side of river; had border dispute with Mexico 1860s-1967.",,http://vocab.getty.edu/tgn/7013628,,
46,Germania,,,Hannover,Hannover,Hanover,,Hannover,Hanovre,inhabited places,"The city of Hanover, capitol of Lower Saxony, Germany, is situated on the Leine River and the Mittelland Canal. It belonged to the Calenberg-Celle line of the House of Welf from 1495, from which George Louis became King George I of Britain in 1714. Hanover was the capitol of the kingdom of Hanover from 1815 to 1866, when it was annexed by Prussia. It was heavily damaged in World War II, and was rebuilt. Some of its historic structures were restored, including the old town hall, 1435-80, the opera house 1842-52, the Market Church, 1349-59, and the church of the Cross, 1333. Hanover has always been noted for its parks and public gardens, the most famous of which include the Great Garden, laid out in the 17th century, the Hanover woods, the Hermann-Löns Park, the Stadtpark, and the zoological gardens. Some ruins are left standing as memorials to the war dead. The city now functions as a center for communication and transportation (rail, air, and highway), finance, and industry. It is known as a manufacturing center for machinery and motor vehicles. From 1947 a German industrial fair, now names the Hanover Fair, has been held there, a fact that has greatly inspired its commercial development. The 2004 estimated population was 516,300.",capital city of the German federated state of Lower Saxony,http://vocab.getty.edu/tgn/7013260,http://www.wikidata.org/entity/Q1715,
45,Canada,,,Ottawa,Ottawa,Ottawa,,,,inhabited places,"Located in SE Ontario at junction of Ottawa, Gatineau & Rideau rivers; site was visited by French explorer Samuel de Champlain in 1613; products include lumber, cement, household appliances and furniture; site of many notable public structures.",capital city of Canada,http://vocab.getty.edu/tgn/7013088,http://www.wikidata.org/entity/Q1930,
45,Italia,Puglia,Bari,Bari,Bari,Bari,,,,inhabited places,"Began as important Roman colony & commercial center 2nd cen. BC; became Saracen stronghold 9th cen.; seat of Byzantine governor of Apulia 885; razed by William the Bad of Sicily 1156, but rebuilt under Frederick II (1220-1250); damaged by British WW II.","Italian city, capital of the Apulia region",http://vocab.getty.edu/tgn/7004101,http://www.wikidata.org/entity/Q3519,
45,Regno Unito,,,Oxford,Oxford,Oxford,,,,inhabited places,"City allegedly founded as a nunnery by Frideswide (died 735). Famous for the 12th-century Oxford University, the country's oldest; the first college, University College, dates from 1249. Oxford was first mentioned as a town in a Saxon chronicle dated 912. Headquarters of the Royalists during the 17th-century English Civil War. A center for auto production since 1918; noted for important sytems of canals and railways.","city in Oxfordshire, England",http://vocab.getty.edu/tgn/7011931,http://www.wikidata.org/entity/Q34217,
45,Stati Uniti d'America,Colorado,,Denver (CO),Denver,,,,,inhabited places,"Located where Great Plains and Rocky Mountains meet; was early stopping place for Amerindians, then for trappers and traders; was damaged in Indian Wars in 1860s; boomed with discoveries of gold and silver in 1870s-1880s; now hub of Western finance and business.","consolidated city-county and capital of state of Colorado, United States",http://vocab.getty.edu/tgn/7013545,http://www.wikidata.org/entity/Q16554,
45,Stati Uniti d'America,Indiana,,Indianapolis (IN),Indianapolis,,,,,inhabited places,"Located in fertile corn belt, near coal fields; city was laid out on a radial plan similar to Washington, DC; grew when National (Cumberland) Road was routed through here in 1827; produces pharmaceuticals, machinery & electrical equipment.",capital city of the U.S. state of Indiana and the seat of Marion County,http://vocab.getty.edu/tgn/7012924,http://www.wikidata.org/entity/Q6346,
44,Italia,Lazio,Frosinone,Cassino,Cassino,,,,,inhabited places,"Occupied by Samnites, then by Romans 312 BCE; sacked by Hannibal 208 BCE; reconstructed & flourished in Imperial period through patronage of Ummidi family; site of important Benedictine monastery, established in 529 CE as center for arts & learning.",Italian comune,http://vocab.getty.edu/tgn/7006697,http://www.wikidata.org/entity/Q116592,
44,Italia,Marche,Pesaro e Urbino,Fano,Fano,,,,,inhabited places,Located on Adriatic Sea; was site of ancient temple of Fortune; was east terminus of Flaminian Way; site where Romans defeated Carthage in 207 BCE; was part of Byzantine Pentapolis; part of Papal States 1463-1860.,,http://vocab.getty.edu/tgn/7003987,,
43,Italia,Umbria,Terni,Ferentillo,Ferentillo,,,,,inhabited places,,"town in the region Umbria, in Italy",http://vocab.getty.edu/tgn/7005145,http://www.wikidata.org/entity/Q10786,
43,Stati Uniti d'America,Arizona,,Tucson (AZ),Tucson,,,,,inhabited places,Located on Santa Cruz river; was a Native American site; Jesuit mission San Xavier del Bac was founded nearby in 1700; Spanish presidio was founded here in 1775; was military border station of New Spain & Mexico; came to US with Gadsden Purchase in 1853.,"city in and county seat of Pima County, Arizona, United States",http://vocab.getty.edu/tgn/7014661,http://www.wikidata.org/entity/Q18575,
43,Stati Uniti d'America,Georgia,,Atlanta (GA),Atlanta,Atlanta,,,,inhabited places,"Located in northwest central Georgia; in Civil War was key Confederate supply depot; burned by Sherman in 1864; epitomizes ""New South"" attitude of return to ""business as usual"" since Civil War; financial and commercial capital of the southeastern US and a leading national city.","capital city of Georgia, United States",http://vocab.getty.edu/tgn/7013331,http://www.wikidata.org/entity/Q23556,
43,Stati Uniti d'America,Pennsylvania,,Elkins Park (PA),Elkins Park,,,,,,,"unincorporated community in Montgomery County, Pennsylvania, United States",,http://www.wikidata.org/entity/Q5364334,
43,Stati Uniti d'America,South Carolina,,Columbia (SC),Columbia,,,,,inhabited places,"Located in W central S Carolina on Congaree River; was city of refuge in USA Revolution; transportation & communications center for Confederacy during Civil War; shelled, entered & burned by General Sherman in 1865, then rebuilt with diversified economy.","capital of South Carolina, United States",http://vocab.getty.edu/tgn/7013641,http://www.wikidata.org/entity/Q38453,
42,Italia,Marche,Macerata,Matelica,Matelica,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7010039,,
42,Italia,Marche,Pesaro e Urbino,Cagli,Cagli,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7003985,http://www.wikidata.org/entity/Q190514,
42,Italia,Toscana,Pisa,Pontedera,Pontedera,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006299,,
42,Stati Uniti d'America,Ohio,,Oberlin (OH),Oberlin,,,,,deserted settlements,Formerly situated in NW Eden Township.,"human settlement in Licking County, Ohio, United States of America",http://vocab.getty.edu/tgn/2554960,http://www.wikidata.org/entity/Q22679660,
42,Stati Uniti d'America,Ohio,,Toledo (OH),Toledo,Toledo,,,,inhabited places,"Located at mouth of Maumee River on Lake Erie; settled after Battle of Fallen Timbers and Amerindian treaties (1795-1817); included in Ohio canal system, causing boundary dispute with Michigan; grew with arrival of canal, railroad & discovery of oil & gas.",,http://vocab.getty.edu/tgn/7014378,,
41,Brasile,,,San Paolo,São Paulo,San Paolo,,,,inhabited places,"Largest city on continent; built on site of an old Amerindian village; independence from Portugal claimed here by Dom Pedro I in 1822; experienced major growth in late 19th cen.; cultural & intellectual center with museums, libraries & universities.",most populous city in Brazil,http://vocab.getty.edu/tgn/7017121,http://www.wikidata.org/entity/Q174,
41,Italia,Emilia Romagna,Ferrara,Codigoro,Codigoro,,,,,inhabited places,,,http://vocab.getty.edu/tgn/1044300,,
41,Italia,Toscana,Siena,Pienza,Pienza,,,,,inhabited places,"Town planning was sponsored by Pius II (of Piccolomini family); was created as a haven for Humanist culture; architect Bernardo Rossellino designed the urban plan that included a cathedral, episcopal palace, town hall & the Piccolomini palace; historic core named an UNESCO World Heritage Site in 1996.",Italian comune,http://vocab.getty.edu/tgn/7006322,http://www.wikidata.org/entity/Q91341,
41,Stati Uniti d'America,Missouri,,Saint Louis (MO),Saint Louis,,,,,inhabited places,"Located on Mississippi River in E Missouri, adjacent to but independent of St. Louis county; largest city in state; given to Spain in 1770 and then to France; after Louisiana purchase, became part of USA; site of first Missouri constitutional convention.","independent city in Missouri, United States",http://vocab.getty.edu/tgn/7014444,http://www.wikidata.org/entity/Q38022,
41,Stati Uniti d'America,Washington,,Seattle (WA),,,,,,,,,,,
40,Italia,Emilia Romagna,Ferrara,Cento,Cento,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7004900,,
40,Italia,Piemonte,Vercelli,Varallo,Varallo,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005664,,
39,Italia,Campania,Salerno,Salerno,Salerno,,,,,inhabited places,"Located on Gulf of Salerno; was settled by Greeks; was a Roman colony by 195 BC; ruled by Goths; part of Lombard Duchy of Salerno in 6th cen.; seat of independent principality 9th cen.; under Normans (from 1076), then Kingdom of Naples; damaged in WW II.",,http://vocab.getty.edu/tgn/7003015,,
39,Italia,Lazio,Roma,Grottaferrata,Grottaferrata,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7007014,,
39,Italia,Lombardia,Pavia,Certosa di Pavia,Certosa di Pavia,,,,,inhabited places,,Italian comune,http://vocab.getty.edu/tgn/7006025,http://www.wikidata.org/entity/Q40676,
39,Italia,Toscana,Firenze,Castelfiorentino,Castelfiorentino,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7006167,,
39,Italia,Toscana,Siena,Montepulciano,Montepulciano,,,,,inhabited places,"A series of wars was fought from the mid-13th century through the early 14th century between Guelf-controlled Florence and allies (Montepulciano, Bologna, and Orvieto) and their Ghibelline opponents (Pisa, Siena, Pistoia, and Arezzo).",,http://vocab.getty.edu/tgn/7006345,,
39,Italia,Veneto,Padova,Monselice,Monsélice,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7003072,,
39,Paesi Bassi,,,L'Aja,s-Gravenhage,"Hague, The",,,,inhabited places,"Originally located in woodland called Haghe (""hedge""), town grew around residence of counts of Holland. In 1248, Wilhelm II built a castle, which his successors have expanded into the present-day buildings. Grew economically in the late 14th century when the judiciary moved from Holland and Zeeland to the Hague and later it became the seat of the stadholders and the government under Maurice of Orange (1567-1625). At the turn of the 19th century, it became an important conference center and headquarters for many institutions, most notably the International Court of Justice of the United Nations.","city and municipality in the Netherlands, seat of the Dutch government",http://vocab.getty.edu/tgn/7006810,http://www.wikidata.org/entity/Q36600,
39,Ungheria,,,Esztergom,Esztergom,Esztergom,,,,inhabited places,"Located on Danube river; names refer to city's historic importance as grain market; sacked by Mongols in 1241; ruled by Turks 16th-17th cen.; noted for huge cathedral, constructed on site of original edifice that was built by Stephen I in 1010.",city in Hungary,http://vocab.getty.edu/tgn/7010539,http://www.wikidata.org/entity/Q171353,
38,Italia,Emilia Romagna,Reggio nell'Emilia,Novellara,Novellara,,,,,inhabited places,,,http://vocab.getty.edu/tgn/7005029,,
38,Stati Uniti d'America,Alabama,,Birmingham (AL),Princeton,,,,,inhabited places,,,http://vocab.getty.edu/tgn/2005011,,
37,Germania,,,Braunschweig,Braunschweig,Brunswick,,Braunschweig,,inhabited places,"The city of Braunschweig is located on the Oker River some 38 miles southeast of Hanover in the state of Lower Saxony in northern Germany. According to tradition, Bruno of Saxony founded it in the 9th century. Henry the Lion, duke of Saxony, gave it its charter and developed it in the 12th century. It joined the Hanseatic League in the 13th century and prospered, but civil unrest caused it to decline. It revived far enough to become the capitol city of the state of Brunswick after the First World War, but then suffered heavy bombardment and severe damage in the Second. It was rebuilt and some of its historic architecture was restored. Medieval buildings include the Romanesque Cathedral of St. Blasius, containing the tomb of Henry the Lion, four medieval churches, the castle Burg Dankwarderode, which houses the Treasures of the Guelph family, and, in the castle square, a large statue of a lion, a memorial to Henry the Lion, carved in 1166. The modern city is known worldwide for its technical and scientific educational institutions. The principal industries are metalworking and the production of vehicles. It is a transportation center with an airport and railway junction. Other notable economic activities are the sugar trade and the production and marketing of asparagus, sausage, and gingerbread. The 2004 estimated population was 245,600.  ","city in Lower Saxony, Germany",http://vocab.getty.edu/tgn/7004434,http://www.wikidata.org/entity/Q2773,
